OBJECTID,FacilityID,FeederID,OperatingV,Constructi,Installati,NominalVol,BallastTyp,Ownership,SupportStr,CONSTRUC_1,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
184,L5,RMT002,150,5,935020800000,120,,Util,5354,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77212664,-88.16996549
185,L14,RMT002,380,5,935020800000,120,,Util,6801,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77197465,-88.16968612
186,L6,RMT002,150,5,935020800000,120,,Util,6795,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77185534,-88.17209877
187,L4,RMT002,150,5,935020800000,120,,Util,6793,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77180998,-88.17275696
188,L2,RMT002,150,5,935020800000,120,,Util,6791,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77174815,-88.17404343
189,L24-1,RMT002,150,5,935020800000,120,,Util,6789,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77171136,-88.17488639
190,L24-3,RMT002,150,5,935020800000,120,,Util,6788,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77150364,-88.17495513
191,L5,RMT002,150,5,935020800000,120,,Util,5349,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77412034,-88.16924124
192,L6,RMT002,150,5,935020800000,120,,Util,5350,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77367774,-88.1689145
193,L21,RMT002,150,5,935020800000,120,,Util,6818,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77265352,-88.16669132
194,L35,RMT002,380,5,935020800000,120,,Util,6689,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76732507,-88.17459197
195,L18,RMT002,150,5,935020800000,120,,Util,6727,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77107652,-88.18223091
196,L13,RMT002,150,5,935020800000,120,,Util,6724,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77234845,-88.1820304
197,L14,RMT002,150,5,935020800000,120,,Util,6725,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77185018,-88.18217799
198,L7,RMT002,150,5,935020800000,120,,Util,5272,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77461721,-88.18095504
199,L1,RMT002,150,5,935020800000,120,,Util,5363,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77257716,-88.17583159
200,L2,RMT002,150,5,935020800000,120,,Util,5362,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7724563,-88.17650818
201,L3,RMT002,150,5,935020800000,120,,Util,5301,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77251056,-88.17709126
202,L4,RMT002,150,5,935020800000,120,,Util,5300,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77249435,-88.17780696
203,L5,RMT002,150,5,935020800000,120,,Util,5299,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77236065,-88.17817587
204,L11,RMT002,150,5,935020800000,120,,Util,6740,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77216202,-88.17878852
205,L3,RMT002,380,5,935020800000,120,,Util,6741,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77812399,-88.18075223
206,L2,RMT002,380,5,935020800000,120,,Util,6742,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77825846,-88.17943443
207,L1,RMT002,380,5,935020800000,120,,Util,5256,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77836373,-88.17800044
208,L1,RMT002,150,5,935020800000,120,,Util,5264,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77724828,-88.17841878
209,L1,RMT002,150,5,935020800000,120,,Util,6703,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77714392,-88.17886304
210,L2,RMT002,150,5,935020800000,120,,Util,6704,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77716432,-88.17939755
211,L2,RMT002,150,5,935020800000,120,,Util,5288,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77681721,-88.17898023
212,L3,RMT002,150,5,935020800000,120,,Util,5265,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77710755,-88.18028132
213,L4,RMT002,150,5,935020800000,120,,Util,5266,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7769667,-88.18123832
214,L5,RMT002,150,5,935020800000,120,,Util,5267,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77650163,-88.18187548
215,L6,RMT002,150,5,935020800000,120,,Util,5274,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77586923,-88.18210916
216,L7,RMT002,150,5,935020800000,120,,Util,5275,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77516459,-88.18202922
217,L8,RMT002,150,5,935020800000,120,,Util,5276,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77453501,-88.18194239
218,L9,RMT002,150,5,935020800000,120,,Util,5278,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77416213,-88.18191672
219,L11,RMT002,150,5,935020800000,120,,Util,6705,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77372057,-88.18163707
220,L12,RMT002,150,5,935020800000,120,,Util,6720,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77305815,-88.18201973
221,L6,RMT002,150,5,935020800000,120,,Util,5297,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77270268,-88.18161515
222,L5,RMT002,150,5,935020800000,120,,Util,5296,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77282873,-88.1811124
223,L4,RMT002,150,5,935020800000,120,,Util,5295,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77275094,-88.18050947
224,L3,RMT002,150,5,935020800000,120,,Util,5294,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77236802,-88.18006066
225,L2,RMT002,150,5,935020800000,120,,Util,5293,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77180664,-88.17984586
226,L1,RMT002,150,5,935020800000,120,,Util,6723,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77130223,-88.17962451
227,L10,RMT002,150,5,935020800000,120,,Util,6737,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77258929,-88.17890007
228,L9,RMT002,150,5,935020800000,120,,Util,6738,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77282032,-88.17917718
229,L8,RMT002,150,5,935020800000,120,,Util,6739,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77337275,-88.17913107
230,L7,RMT002,150,5,935020800000,120,,Util,6709,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77379114,-88.17936437
231,L8,RMT002,150,5,935020800000,120,,Util,6708,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77385405,-88.17990944
232,L9,RMT002,150,5,935020800000,120,,Util,6707,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.773727,-88.18041906
233,L10,RMT002,150,5,935020800000,120,,Util,6706,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77379608,-88.1809548
234,L6,RMT002,150,5,935020800000,120,,Util,5291,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7747664,-88.18031359
235,L8,RMT002,150,5,935020800000,120,,Util,5277,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77469039,-88.18145619
236,L9,RMT002,150,5,935020800000,120,,Util,5273,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7752313,-88.18100615
237,L8,RMT002,150,5,935020800000,120,,Util,5271,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77589128,-88.1809418
238,L7,RMT002,150,5,935020800000,120,,Util,5268,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7762945,-88.1807637
239,L6,RMT002,150,5,935020800000,120,,Util,5269,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77624697,-88.18014754
240,L5,RMT002,150,5,935020800000,120,,Util,5270,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77639973,-88.17930814
241,L3,RMT002,150,5,935020800000,120,,Util,6714,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77628529,-88.17877911
242,L4,RMT002,150,5,935020800000,120,,Util,5289,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77592018,-88.17904584
243,L5,RMT002,150,5,935020800000,120,,Util,5290,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77544852,-88.17922728
244,L1,RMT002,150,5,935020800000,120,,Util,6715,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77527028,-88.17986139
245,L6,RMT002,150,5,935020800000,120,,Util,6712,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77466049,-88.1793785
246,L6,RMT002,150,5,935020800000,120,,Util,5292,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77418157,-88.17919652
247,L6,RMT002,150,5,935020800000,120,,Util,6711,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77393792,-88.17871283
248,L5,RMT002,150,5,935020800000,120,,Util,6710,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77387037,-88.17808448
249,L4,RMT002,150,5,935020800000,120,,Util,6716,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77400757,-88.17750758
250,L3,RMT002,150,5,935020800000,120,,Util,6717,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77394606,-88.17707366
251,L2,RMT002,380,5,935020800000,120,,Util,6718,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7740801,-88.17653568
252,L1,RMT002,150,5,935020800000,120,,Util,6719,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77399266,-88.17604756
253,L1,RMT002,150,5,935020800000,120,,Util,6713,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77495527,-88.17558645
254,L2,RMT002,150,5,935020800000,120,,Util,5281,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77502009,-88.17619571
255,L3,RMT002,150,5,935020800000,120,,Util,5283,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77487843,-88.17677399
256,L4,RMT002,150,5,935020800000,120,,Util,5279,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77480804,-88.1779596
257,L5,RMT002,150,5,935020800000,120,,Util,5280,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77485401,-88.17877943
258,L1,RMT002,150,5,935020800000,120,,Util,5282,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77546158,-88.17813663
259,L1,RMT002,150,5,935020800000,120,,Util,5284,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77555328,-88.1767548
260,L2,RMT002,150,5,935020800000,120,,Util,5285,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77595572,-88.17726897
261,L3,RMT002,150,5,935020800000,120,,Util,5286,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77645467,-88.17756305
262,L4,RMT002,150,5,935020800000,120,,Util,5287,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77647513,-88.17814154
263,L1,RMT002,150,5,935020800000,120,,Util,5303,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77309283,-88.17650918
264,L1,RMT002,150,5,935020800000,120,,Util,5302,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7729956,-88.17788671
265,L12,RMT002,150,5,935020800000,120,,Util,6736,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77178148,-88.1785097
266,L16,RMT002,150,5,935020800000,120,,Util,6722,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77130599,-88.17938608
267,L15,RMT002,380,5,935020800000,120,,Util,6721,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77105197,-88.17979668
268,L14,RMT002,380,5,935020800000,120,,Util,6733,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77075743,-88.18057606
269,L13,RMT002,150,5,935020800000,120,,Util,6732,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77065828,-88.18110835
270,L12,RMT002,380,5,935020800000,120,,Util,6731,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.770449,-88.18128928
271,L1,RMT002,380,5,935020800000,120,,Util,6730,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77022384,-88.18161442
272,L11,RMT002,150,5,935020800000,120,,Util,6831,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77043115,-88.18169327
273,L17,RMT002,150,5,935020800000,120,,Util,6729,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77040333,-88.18188998
274,L16,RMT002,150,5,935020800000,120,,Util,6728,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77080993,-88.18196604
275,L15,RMT002,150,5,935020800000,120,,Util,6726,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77151204,-88.1820376
276,L2,RMT002,150,5,935020800000,120,,Util,6735,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77132398,-88.18093468
277,L1,RMT002,150,5,935020800000,120,,Util,6734,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77087497,-88.18082593
278,L3,RMT002,150,5,935020800000,120,,Util,5298,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77176768,-88.18096675
279,L2,RMT002,380,5,935020800000,120,,Util,6746,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76949871,-88.18149239
280,L2-1,RMT002,380,5,935020800000,120,,Util,6747,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76955882,-88.18086632
281,L3,RMT002,380,5,935020800000,120,,Util,6745,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76896033,-88.18160324
282,L1,RMT002,380,5,935020800000,120,,Util,6748,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76841549,-88.18149172
283,L4,RMT002,380,5,935020800000,120,,Util,6744,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76813844,-88.18176412
284,L5,RMT002,380,5,935020800000,120,,Util,6743,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76722843,-88.18176706
285,L2,RMT002,380,5,935020800000,120,,Util,6749,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76827882,-88.18101519
286,L3,RMT002,380,5,935020800000,120,,Util,6750,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76833619,-88.18029646
287,L2,RMT002,380,5,935020800000,120,,Util,6779,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76871667,-88.18013893
288,L1,RMT002,380,5,935020800000,120,,Util,6780,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76925857,-88.17998712
289,L3,RMT002,380,5,935020800000,120,,Util,6777,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76850762,-88.17869019
290,L2,RMT002,380,5,935020800000,120,,Util,6778,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76950879,-88.17843841
291,L1,RMT002,380,5,935020800000,120,,Util,6764,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7706298,-88.17801311
292,L4,RMT002,380,5,935020800000,120,,Util,6776,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7675359,-88.17858138
293,L5,RMT002,380,5,935020800000,120,,Util,6783,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76667584,-88.17833904
294,L10,RMT002,380,5,935020800000,120,,Util,6832,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76629737,-88.18093766
295,L2,RMT002,380,5,935020800000,120,,Util,6781,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76821672,-88.1824417
296,L1,RMT002,380,5,935020800000,120,,Util,6782,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76879181,-88.18282221
297,L11,RMT002,380,5,935020800000,120,,Util,6772,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76728504,-88.18062087
298,L10,RMT002,380,5,935020800000,120,,Util,6773,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76742695,-88.18011194
299,L9,RMT002,380,5,935020800000,120,,Util,6774,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76740525,-88.17950032
300,L8,RMT002,380,5,935020800000,120,,Util,6775,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76759211,-88.17897488
301,L6,RMT002,380,5,935020800000,120,,Util,6784,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76785797,-88.17770672
302,L5,RMT002,380,5,935020800000,120,,Util,6770,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76800927,-88.17714387
303,L4,RMT002,380,5,935020800000,120,,Util,6769,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76833191,-88.17677591
304,L3,RMT002,380,5,935020800000,120,,Util,6771,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76872369,-88.1756539
305,L5,RMT002,380,5,935020800000,120,,Util,6786,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76693792,-88.17754135
306,L1,RMT002,380,5,935020800000,120,,Util,6787,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.76703674,-88.176026
307,L1,RMT002,380,5,935020800000,120,,Util,6802,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77156067,-88.169871
308,L2,RMT002,380,5,935020800000,120,,Util,6803,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77113379,-88.16990389
309,L3,RMT002,380,5,935020800000,120,,Util,6804,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77055602,-88.16984599
310,L4,RMT002,380,5,935020800000,120,,Util,6805,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77021629,-88.16977689
311,L5,RMT002,380,5,935020800000,120,,Util,6806,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77003777,-88.16923887
312,L6,RMT002,380,5,935020800000,120,,Util,6807,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7700271,-88.16843966
