OBJECTID,FacilityID,FeederID,Installati,ServiceCur,Status,CONSTRUC_1,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
146,MTR-146,RMT001,599616000000,0,A,Underground,{B09DEB83-089B-4048-9C9A-E85652E94118},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78246524,-88.16391493
147,MTR-147,RMT001,599616000000,0,A,Underground,{BD48C188-C983-4DD7-9A25-0173013E6834},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.782366,-88.16413685
148,MTR-148,RMT001,599616000000,0,A,Underground,{A6302EB5-A6EC-43F0-976D-643F73F3598F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78231769,-88.16425485
149,MTR-149,RMT001,599616000000,0,A,Underground,{A79279D7-42C6-4E69-A356-91DEBB74C680},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78204746,-88.16461812
150,MTR-150,RMT001,599616000000,0,A,Underground,{530B9899-71D4-4BC5-A372-54C3D99041AE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78188488,-88.16426469
151,MTR-151,RMT001,599616000000,0,A,Underground,{068FFA72-B506-422E-B9E3-D2B932A312DB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78175083,-88.16481603
152,MTR-152,RMT001,504921600000,0,A,Underground,{848652D1-7395-4F89-94A9-2930E51A9DAD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78312067,-88.16318161
153,MTR-153,RMT001,504921600000,0,A,Underground,{0825CE67-53F1-4770-A7B0-8DFE37036E40},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78315482,-88.16310091
154,MTR-154,RMT001,504921600000,0,A,Underground,{0DA48821-11EE-4D3E-9201-E2EB7D3B4D9D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78324213,-88.16289463
155,MTR-155,RMT001,504921600000,0,A,Underground,{E53207B8-3D12-485F-83C8-90A7C5727D38},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78341854,-88.16213841
156,MTR-156,RMT001,504921600000,0,A,Underground,{EB8FC270-559C-491E-86C1-BF9B4B6913A0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78339783,-88.16220078
157,MTR-157,RMT001,504921600000,0,A,Underground,{9826E974-736C-48E1-89FD-559A27E58A3B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78327555,-88.16247104
158,MTR-158,RMT001,504921600000,0,A,Underground,{69C75EF1-F633-44B9-85F5-08226AF7B5A9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78279317,-88.16281477
159,MTR-159,RMT001,504921600000,0,A,Underground,{C6DE6C37-16E1-4B1D-9C84-5E8716009A44},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78256957,-88.16281608
160,MTR-160,RMT001,504921600000,0,A,Underground,{D8EC82D9-07F2-42C0-99D1-F61DCDC406A6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78249443,-88.16280045
161,MTR-161,RMT001,504921600000,0,A,Underground,{9588D547-75C3-4196-8D8C-CFD5284A42AD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78278941,-88.16211544
162,MTR-162,RMT001,504921600000,0,A,Underground,{BC8A1ACB-0778-464E-9F1B-8268F2B0E2E6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7825079,-88.16209974
163,MTR-163,RMT001,504921600000,0,A,Underground,{385B8935-2927-4B68-BE29-63443705444D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7821383,-88.16251876
164,MTR-164,RMT001,504921600000,0,A,Underground,{9BA1861A-9B80-45CB-B711-2EB59BC35CBA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78195033,-88.16250605
165,MTR-165,RMT001,504921600000,0,A,Underground,{9B59DDAE-0C84-40B5-977E-90B25856382B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78184582,-88.16252086
166,MTR-166,RMT001,504921600000,0,A,Underground,{95A5DC02-88BE-4804-9AB5-7DAC91C11ECE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78236523,-88.16204216
167,MTR-167,RMT001,504921600000,0,A,Underground,{439E8D4F-17C8-4757-A874-96C0104764C5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78217175,-88.16188723
168,MTR-168,RMT001,504921600000,0,A,Underground,{EA426604-CBB9-41BA-A289-8C4004285000},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7821101,-88.16184306
169,MTR-169,RMT001,504921600000,0,A,Underground,{8AA21DA0-789F-44D0-A1E6-CAE055A807D4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78213033,-88.161714
170,MTR-170,RMT001,504921600000,0,A,Underground,{DB058F41-4DB7-449D-91A4-D9C5CE556739},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78214663,-88.16116837
171,MTR-171,RMT001,504921600000,0,A,Underground,{3DC83BFC-DC28-4419-AE07-3A2D503B212E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78213096,-88.16105063
172,MTR-172,RMT001,504921600000,0,A,Underground,{FA4869D9-D501-4B00-A862-D7AEA3E5C581},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78243981,-88.16065865
173,MTR-173,RMT001,504921600000,0,A,Underground,{CBC515F5-9E81-4847-B206-2DA57EA9B3C5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78253649,-88.1607412
174,MTR-174,RMT001,504921600000,0,A,Underground,{EEDA5D44-D316-4AB5-8AF7-168C4D5CAC65},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78294626,-88.16075759
175,MTR-175,RMT001,504921600000,0,A,Underground,{4AA397DC-CEEB-4F39-A0BE-E8CAA5FC5C6C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78301922,-88.16077905
176,MTR-176,RMT001,504921600000,0,A,Underground,{39498F96-E735-42B1-86B5-EF67E875EC82},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78328291,-88.1608463
177,MTR-177,RMT001,504921600000,0,A,Underground,{247DDBA3-7611-47A6-A10A-7170304A6929},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78334817,-88.16098128
178,MTR-178,RMT001,504921600000,0,A,Underground,{52241EF9-7C3A-4645-ADCF-E05DA05246D8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78329308,-88.16105347
179,MTR-179,RMT001,504921600000,0,A,Underground,{F42C593E-49D7-4485-A774-4BC92A999AB4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78312768,-88.16135195
180,MTR-180,RMT001,504921600000,0,A,Underground,{CF20CE7F-58EC-4011-BA90-8641563A9E02},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78307359,-88.16154331
181,MTR-181,RMT001,504921600000,0,A,Underground,{9A0D0AA4-BF5D-4733-97E0-1DE9B0B47D88},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78290507,-88.16193863
182,MTR-182,RMT001,504921600000,0,A,Underground,{79A4698D-CC5C-4C70-9FB7-8ADB818FF636},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78374031,-88.16171311
183,MTR-183,RMT001,504921600000,0,A,Underground,{6F545643-F48B-4A76-B525-6B74773B823E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7835911,-88.16159935
184,MTR-184,RMT001,504921600000,0,A,Underground,{75837788-2D78-4C9D-B7F2-5E51445F6EA3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7834929,-88.1615366
185,MTR-185,RMT001,504921600000,0,A,Underground,{4F55C03E-609C-4DE7-9A12-3DD940003367},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78393977,-88.16157096
186,MTR-186,RMT001,504921600000,0,A,Underground,{4BC63FCC-4162-4085-8C76-8895D5A114FB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78384602,-88.16149607
187,MTR-187,RMT001,504921600000,0,A,Underground,{68C40EEB-1C44-44A3-8C9C-64E54B6E923F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.783686,-88.16130632
188,MTR-188,RMT001,504921600000,0,A,Underground,{5549137D-7B56-4314-90A3-BEA763E4002A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78157633,-88.1621795
189,MTR-189,RMT001,504921600000,0,A,Underground,{4460F8CB-F4C8-47CF-9A05-BC0942017F62},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78158714,-88.16185649
190,MTR-190,RMT001,504921600000,0,A,Underground,{95FF6BE7-0DEA-412E-A56B-4A381546DF1C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7815931,-88.16175854
191,MTR-191,RMT001,504921600000,0,A,Underground,{6215B7F2-9F37-4BF4-A041-E2924D606555},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78159229,-88.16154008
192,MTR-192,RMT001,504921600000,0,A,Underground,{544AB219-D7AD-48FA-965F-FB23E3351103},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7816041,-88.16120578
193,MTR-193,RMT001,504921600000,0,A,Underground,{24EC8CDC-4AA0-47E0-9C93-8870459D98FB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78160547,-88.16111039
194,MTR-194,RMT001,504921600000,0,A,Underground,{FC867C53-D3A5-4FA0-B89F-1560188B5B65},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7816085,-88.16089726
195,MTR-195,RMT001,504921600000,0,A,Underground,{7A1BD846-3476-44E2-9609-87AC76F913B9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78162494,-88.16056462
196,MTR-196,RMT001,504921600000,0,A,Underground,{746EBB2F-941F-4277-BA9B-F816047018DF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78162446,-88.16047362
197,MTR-197,RMT001,504921600000,0,A,Underground,{3BFBF7EB-A886-4AEE-9DED-1E119DA3C96E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78191269,-88.15997595
198,MTR-198,RMT001,504921600000,0,A,Underground,{E00CA86F-C8AE-4F20-AEA9-0AD8D2AC1DA6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78202324,-88.15996478
199,MTR-199,RMT001,504921600000,0,A,Underground,{D565FB2E-5DBE-4F09-ABC6-80CC9B0EA8F2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78226743,-88.15999969
200,MTR-200,RMT001,504921600000,0,A,Underground,{EBC036D7-6B8F-48FF-8CC4-B601715F5DAA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78268011,-88.16000774
201,MTR-201,RMT001,504921600000,0,A,Underground,{D3B5BC01-6DE6-4389-9FF9-A828DD724B82},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78259211,-88.16000335
202,MTR-202,RMT001,504921600000,0,A,Underground,{D295D989-E091-4F10-8B4E-83E4AC38174A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78235756,-88.15999319
203,MTR-203,RMT001,504921600000,0,A,Underground,{0E8D9DC9-0B1B-4396-AC76-22BFF46F381B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78331524,-88.16010257
204,MTR-204,RMT001,504921600000,0,A,Underground,{15BC1D63-D608-4A3A-8A09-3717C160AA56},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78321873,-88.16005505
205,MTR-205,RMT001,504921600000,0,A,Underground,{60C6EF45-4787-4CE8-AC1F-A811E7F0A417},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78297683,-88.15999724
206,MTR-206,RMT001,504921600000,0,A,Underground,{BE0CE38F-B407-472A-AB62-D240AFB3EE9A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78363071,-88.16000611
207,MTR-207,RMT001,504921600000,0,A,Underground,{B2CBB1C0-78A4-44C9-9FAB-F61D55559FA7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78357987,-88.1600689
208,MTR-208,RMT001,504921600000,0,A,Underground,{2B17129F-3157-44DF-9347-9CD7996766CE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7834312,-88.16031765
209,MTR-209,RMT001,504921600000,0,A,Underground,{1D455CC5-0258-4480-8C91-29FAB84843A9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78422675,-88.1602135
210,MTR-210,RMT001,504921600000,0,A,Underground,{E4C8E272-CBFA-440D-9F03-2FEFD47A1B6D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78397087,-88.16065241
211,MTR-211,RMT001,504921600000,0,A,Underground,{6B7E16AA-3469-4423-9A4D-58FFCAB4150D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78429088,-88.16101314
212,MTR-212,RMT001,599616000000,0,A,Underground,{13EF2D30-44D9-414D-B44B-06326193AA27},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78199374,-88.16314834
213,MTR-213,RMT001,599616000000,0,A,Underground,{B1D507B6-1CB2-4786-9687-F3430F6F0AB8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78176731,-88.16315018
214,MTR-214,RMT001,1370390400000,0,A,Underground,{51D61DDE-2970-4950-9947-0EE113670D1F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78608122,-88.15315049
215,MTR-215,RMT001,1370390400000,0,A,Underground,{B6BCF049-C477-427C-811C-2926CD23775C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78632198,-88.15282093
216,MTR-216,RMT001,1385856000000,0,A,Underground,{CCCB774E-AB6F-40A4-9AAF-354F94A129CB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78937477,-88.14332732
217,MTR-217,RMT001,1375833600000,0,A,Underground,{E24715E0-8B20-4944-AB13-A65321AEFFFD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78854031,-88.14447682
218,MTR-218,RMT001,1375833600000,0,A,Underground,{F5F3A6AB-1C7E-48BA-B214-5549DF5830F9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78782863,-88.14459094
219,MTR-219,RMT001,1370390400000,0,A,Underground,{522A3911-F5EB-49E3-863C-B39AA0EC6CB6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78626901,-88.1518078
220,MTR-220,RMT001,1385856000000,0,A,Underground,{981EFCD8-7B58-4114-AC6B-4A06E7B79CA9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7932198,-88.14652509
221,MTR-221,RMT001,1369180800000,0,A,Underground,{9AA7A0E7-B1D3-41A2-8408-B09208D4809F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78952414,-88.14245088
222,MTR-222,RMT001,1369180800000,0,A,Underground,{08FAF3C6-B1C1-49CC-BDDD-8C3FEC96E725},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78947396,-88.14263144
223,MTR-223,RMT001,1368662400000,0,A,Underground,{5DF8F747-9AD6-43CE-9381-1333F29C8E6B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79075509,-88.14595799
224,MTR-224,RMT001,1368662400000,0,A,Underground,{045D461E-7160-48F1-8581-BBC47D22E576},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79089008,-88.14566848
225,MTR-225,RMT001,1368662400000,0,A,Underground,{A8ACC123-516C-4CF5-8BC5-7501705898EE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79083707,-88.14546439
226,MTR-226,RMT001,1396656000000,0,A,Underground,{564FA9AE-1BD9-4112-AE78-D0E89F24DA4A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79015837,-88.14388452
227,MTR-227,RMT001,1396656000000,0,A,Underground,{D3BF04E0-9A8C-4075-886D-ECE6BC1C8B01},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79001005,-88.14379049
228,MTR-228,RMT001,1396656000000,0,A,Underground,{92151BE2-ACB9-4114-BA41-770B00A9A8BC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78992116,-88.14403112
229,MTR-229,RMT001,1391385600000,0,A,Underground,{FEF96110-E275-466D-A0B3-0400225047BD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78986064,-88.14596732
230,MTR-230,RMT001,1368662400000,0,A,Underground,{3978C090-4EEF-4092-ADDB-EE3F8576A31E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7905322,-88.14600249
231,MTR-231,RMT001,1391212800000,0,A,Underground,{17CFCE65-8308-4BE3-A37C-E655AB1446EB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78914688,-88.14664133
232,MTR-232,RMT001,1391212800000,0,A,Underground,{D0A34CBC-036D-4D88-BDC4-B3C8FDD21F3E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78931938,-88.14610304
233,MTR-233,RMT001,1391212800000,0,A,Underground,{759F119F-3B79-45A3-B192-C109D257E65F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78931601,-88.14598178
234,MTR-234,RMT001,1386806400000,0,A,Overhead,{E23B9F89-5998-4357-B444-7AF0676BC901},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78932209,-88.15372324
235,MTR-235,RMT001,1083801600000,0,A,Overhead,{E607A813-46D7-4E05-94E2-B562E8305D23},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79387381,-88.15126265
236,MTR-236,RMT001,1083801600000,0,A,Overhead,{C61E4B6D-5832-4ED9-B381-F403F22A9343},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79371006,-88.15129603
237,MTR-237,RMT001,1083801600000,0,A,Overhead,{6F2F12E9-DC22-4E54-8083-04511998B07C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79356985,-88.15136236
238,MTR-238,RMT001,1154822400000,0,A,Overhead,{C79CA2A5-4C46-4479-A79D-44ADF0406EF9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79334554,-88.15128659
239,MTR-239,RMT001,1154822400000,0,A,Overhead,{7D19AE8D-B508-4CE6-8932-EFEF36482391},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79320301,-88.15123334
240,MTR-240,RMT001,1386806400000,0,A,Overhead,{2F78434D-D471-4BEB-AFF1-08D4D9BAA5C7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78930201,-88.1528777
241,MTR-241,RMT001,1362355200000,0,A,Overhead,{D21A61BC-876F-4463-BE1C-B9FC35ED0381},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78628177,-88.15129719
242,MTR-242,RMT001,1370390400000,0,A,Overhead,{FDFFEC9B-6D98-4D79-9821-8AA4D79F4E7B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79376884,-88.1507496
243,MTR-243,RMT001,1370390400000,0,A,Overhead,{82EEA1E9-6B8D-4273-A40E-7B99BC0C0D62},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79380204,-88.15031059
244,MTR-244,RMT001,1370390400000,0,A,Overhead,{7448844A-E81A-40DA-9787-3135C988D974},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79379108,-88.15012294
245,MTR-245,RMT001,661219200000,0,A,Overhead,{E3F8D606-570D-44C7-8C7E-3F348D493234},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79386129,-88.14947778
246,MTR-246,RMT001,661219200000,0,A,Overhead,{0DE224F8-8238-4745-8D95-A9817C334E58},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7938609,-88.14898258
247,MTR-247,RMT001,661219200000,0,A,Overhead,{C61317E2-A7EB-4C58-84E0-9AB898171744},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79386213,-88.14880802
248,MTR-248,RMT001,662688000000,0,A,Overhead,{D37C0071-D210-436B-A057-B417604875B8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79371578,-88.14814209
249,MTR-249,RMT001,599616000000,0,A,Overhead,{2B88A004-B649-47EF-B290-C487D0649DAA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79356593,-88.14708291
250,MTR-250,RMT001,599616000000,0,A,Overhead,{AF3E0736-4C06-447A-8818-3B6D233E9EBF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79359789,-88.14730159
251,MTR-251,RMT001,1385856000000,0,A,Overhead,{B6CDF8CA-FE74-4C4B-B590-136DC2D251D7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79360527,-88.14622277
252,MTR-252,RMT001,1375833600000,0,A,Overhead,{79B30189-E9F6-43B3-9EFF-99B6D1FBC79E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7878928,-88.14517848
253,MTR-253,RMT001,1378598400000,0,A,Overhead,{ACD51167-A357-45B1-9E57-F7363A2CAFA1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78790651,-88.14334496
254,MTR-254,RMT001,1136073600000,0,A,Overhead,{FFDAC381-3D64-4779-9AF2-3E67261D9B1D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78722331,-88.14800624
255,MTR-255,RMT001,699408000000,0,A,Overhead,{6C304D44-6153-49B8-A580-CF6A7CF2C054},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7870949,-88.14768005
256,MTR-256,RMT001,807667200000,0,A,Overhead,{E1D8C23C-0B6E-4D0A-B6D9-415AB349D2D4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78729508,-88.1476279
257,MTR-257,RMT001,699408000000,0,A,Overhead,{CF9D7DED-F67C-4EAC-AA58-8C2DB0A9301E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78712228,-88.14808889
258,MTR-258,RMT001,63072000000,0,A,Overhead,{28F0E2D7-5B22-4BC0-AD03-7F99A90F1C74},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78656804,-88.14780329
259,MTR-259,RMT001,699408000000,0,A,Overhead,{D3E881A8-3848-47B2-908E-CE31E3452B8A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78665154,-88.14769266
260,MTR-260,RMT001,699408000000,0,A,Overhead,{73ADBDE2-9097-4B01-AA9E-E666A8237428},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78667115,-88.14815682
261,MTR-261,RMT001,-157766400000,0,A,Overhead,{DB3F472D-1C2E-4E76-90BA-5FB418F289AE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78656598,-88.14813113
262,MTR-262,RMT001,-157766400000,0,A,Overhead,{3B86858F-F4C7-4FCD-9021-B11591E76AEF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78649656,-88.14795243
263,MTR-263,RMT001,699408000000,0,A,Overhead,{F07602D4-60CA-4BEC-93BF-1A117587FC23},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78636834,-88.14815724
264,MTR-264,RMT001,915148800000,0,A,Overhead,{2C9B0550-4D04-458E-AED1-EABF85E35666},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78635448,-88.14774824
265,MTR-265,RMT001,1215302400000,0,A,Overhead,{FEBA3756-93AE-415C-AC74-FFDEAA535AAA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78052119,-88.15123099
266,MTR-266,RMT001,1280966400000,0,A,Overhead,{EBE59AC4-09F1-41FF-B048-FEF3E026CACC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78050924,-88.15222348
267,MTR-267,RMT001,1167609600000,0,A,Overhead,{6842D04F-13EB-4CF9-A85D-32914FEA5D28},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78061939,-88.15225008
268,MTR-268,RMT001,1199145600000,0,A,Overhead,{2E5F47BF-3F06-42B3-B1CF-1BBB0751CEFD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78077195,-88.15108734
269,MTR-269,RMT001,1136073600000,0,A,Overhead,{6A220FBC-D275-486D-B7B0-714668442E1A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78058631,-88.15108348
270,MTR-270,RMT001,1280966400000,0,A,Overhead,{241E5E19-75AD-4BC9-9B8A-45386C9F162D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78083044,-88.15224667
271,MTR-271,RMT001,1356998400000,0,A,Overhead,{0886DB68-56CE-43EE-A074-F4ABFE86DA13},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78094242,-88.15206789
272,MTR-272,RMT001,1280966400000,0,A,Overhead,{08E26EF9-D8F1-4BF5-9696-4AE38E8296F6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78111393,-88.15208565
273,MTR-273,RMT001,1280966400000,0,A,Overhead,{FE1AC5A4-EB86-4293-BA61-531FAAB31389},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78144833,-88.15202109
274,MTR-274,RMT001,1280966400000,0,A,Overhead,{B24A2C11-8BB2-4F67-A8BA-0AF049F6F32C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78136767,-88.15202621
275,MTR-275,RMT001,94694400000,0,A,Overhead,{D3D77ADD-4F8E-4B8D-B69D-30AF5F25750E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78209057,-88.15208576
276,MTR-276,RMT001,1104537600000,0,A,Overhead,{15CE0813-9883-452E-BD74-9CAE610D6CE1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78196775,-88.15211755
